 4.45489270e+01 4.14539823e+01
 9.49551557e+01 7.26492489e+01
 7.91048047e+01 9.53170394e+01
 9.09073969e+01 4.87611247e+01
 7.05462593e+01 4.71396847e+00
 9.74379582e+01 5.89879263e+01
 6.79278777e+01 8.68189820e+01
 5.75030007e+01 3.36954586e+01
 3.08150040e+00 8.87621811e+01
 9.35178870e+01 4.96973616e+01
 5.71045637e+01 5.71279361e+01
 8.66405650e+01 1.41594863e+01
 5.57022178e+01 7.34410863e+01
 2.70992607e+01 7.03409088e+01
 4.11039013e+01 7.91295908e+01
 1.29348103e+01 3.30533583e+01
 5.54317998e+01 7.87105600e+01
 7.15359097e+01 1.29672193e+01
 6.88248925e+01 5.91962803e+01
 5.20986055e+01 1.15212602e+01
 1.05863048e+01 4.88965304e+01
 6.18758236e+01 3.13580810e+01
 7.70989006e+01 9.75358920e+01
 1.97072183e+01 9.20389628e+00
 1.05071584e+01 9.06140860e+01
 7.02778223e+00 4.70261670e+01
 6.87661290e+01 9.54104711e+01
 1.58019248e+01 2.39618195e+00
 8.11727825e+00 6.58277157e+01
 7.57195942e+01 9.90501935e+01
 6.19671648e+01 8.59875387e+01
 4.35668222e+01 7.38795584e+01
 7.60486676e+01 3.93955919e-01
 1.90552909e+01 6.68431689e+01
 6.89929093e+01 1.93485935e+01
 2.08333069e+01 2.14733541e+00
 8.29536773e+01 4.86024286e+01
 6.17132282e+01 1.00411107e+01
 5.04466225e+01 6.46141315e+01
 9.58993326e+01 3.03811591e+01
 8.50458032e+00 7.18487512e+01
 1.78619318e+01 2.23197924e+01
 1.02679150e+01 5.13295484e+01
 7.93806141e+01 4.56901062e+01
 1.72282951e+01 6.01590840e+01
 6.28563940e+01 6.24467073e+01
 3.32269967e+01 6.71834347e+01
 8.82285209e+01 9.44764912e+01
 4.94496142e+01 4.44876660e+01
 2.31594049e+01 9.56194891e+00
 8.28288232e+01 4.82338970e+01
 5.20632307e+01 9.87589929e+01
 6.22120288e+01 4.10896427e+01
 3.85941958e+01 3.01229122e+01
 3.59452440e+00 7.37191612e+00
 4.39199966e+01 7.37237083e+01
 4.99204225e+01 2.66278374e+00
 4.04197111e+01 9.07023052e+01
 6.77028110e+01 4.49037790e+01
 9.37574826e+01 1.41939379e+01
 4.43418432e+01 3.87844585e+01
 3.00526817e+01 1.80990136e+01
 8.88058884e+01 6.84509707e+01
 3.13312932e+01 7.51227350e+01
 2.62720015e+00 6.35782387e+01
 3.52781062e+01 8.44761067e+01
 4.60899386e+00 1.88145015e+01
 5.42829804e+00 3.89632451e+01
 1.20519576e+01 5.69460480e+01
 7.58926058e+00 5.44487128e+00
 8.49515122e+01 3.55766927e+01
 8.24621460e+01 4.38244342e+01
 7.09338938e+01 3.23183286e+01
 2.04526787e+01 2.89851616e+01
 9.55460801e+01 5.10908771e+01
 6.04985513e+01 1.02236712e+00
 7.34342959e+01 8.44783404e+01
 5.24571376e+01 6.08512793e+01
 2.36884264e+01 2.58329250e+01
 2.99764449e+01 1.25860312e+01
 2.02820889e+01 2.55575174e+01
 6.05770503e+01 2.69680215e+01
 7.53751760e+01 7.44622111e+01
 9.89955754e+01 1.95801192e+01
 7.35147595e+01 8.36384517e+01
 2.92470703e+01 4.85295778e+01
 4.42960048e+00 2.91219634e+01
 5.10921533e+01 8.95349414e+01
 5.94269566e+00 1.00824788e+01
 1.05645252e+01 7.15481284e+01
 4.47129920e+01 9.48583517e+01
 5.03520862e+01 9.11364374e+01
 6.96986546e+01 7.64867600e+01
 7.12474951e+01 7.75253474e+01
 1.60612928e+01 6.56945358e+00
 8.98729285e+01 2.05941032e+01
 3.49678002e+01 5.22382936e+01
 7.49879477e+01 2.69646419e+01
 9.77360139e+01 2.04950776e+01
 4.60146258e+01 3.99628018e+01
